MASTER_OID,VolumeCorr,BasinID,BID,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,XC01,XC02,XC03,XC04,XC05,XC06,XC07,XC08,XC09,XC10,XC11,XC12
2400,21604.87,3313372-4,3313372,7156590.68,6323470.54,7857373.1,4592246.77,3565472.84,1776328.838,1067203.595,766428.9362,887737.4917,847109.6582,2654069.62,5694267.58,0.404475696,0.384727704,0.420264336,0.339309456,0.308463696,0.242139216,0.207023208,0.188802264,0.196495416,0.193977768,0.277346664,0.36899088,2894667,2432814.3,3302173.69,1558192.75,1099818.93,430118.8723,220935.9118,144703.5184,174436.3477,164320.4407,736097.3558,2101132.81
2420,21604.87,5136620-4,5136620,7156590.68,6323470.54,7857373.1,4592246.77,3565472.84,1776328.838,1067203.595,766428.9362,887737.4917,847109.6582,2654069.62,5694267.58,0.404475696,0.384727704,0.420264336,0.339309456,0.308463696,0.242139216,0.207023208,0.188802264,0.196495416,0.193977768,0.277346664,0.36899088,2894667,2432814.3,3302173.69,1558192.75,1099818.93,430118.8723,220935.9118,144703.5184,174436.3477,164320.4407,736097.3558,2101132.81
1822,151721.69,5254945-4,5254945,38898.10467,74371.00357,61323.41616,39047.34578,29760.14499,23673.06502,19641.10852,11868.33799,18723.64268,29102.01617,34063.67138,34653.29609,0.352635312,0.458882496,0.423358056,0.353162616,0.318357504,0.2926842,0.273929856,0.231699816,0.269415768,0.315708792,0.33503616,0.337242912,13716.84528,34127.55175,25961.76225,13790.06278,9474.365478,6928.732097,5380.286027,2749.891729,5044.444574,9187.762369,11412.56166,11686.57848
2389,36940.63,3117554-4,3117554,6549.482747,3290.644115,16348.01783,42526.37621,26435.24882,17730.33301,10275.61731,6542.143021,12360.09968,22349.46765,24769.13087,13390.10799,0.23178516,0.18960084,0.317949072,0.466063584,0.383054352,0.3278124,0.269010384,0.231702864,0.2870454,0.35839908,0.373233696,0.2954274,1518.072907,623.9088883,5197.837097,19819.99531,10126.13711,5812.223017,2764.247758,1515.833275,3547.909756,8010.028644,9244.674261,3955.804788
1832,62884.74,5289470-4,5289470,797.5836293,934.5918601,1088.72612,993.3096733,721.7397873,398.7918147,244.657555,151.6876841,105.2027487,75.84384205,264.2301594,704.6137584,0.209751168,0.219916248,0.23055072,0.22405848,0.203770992,0.174107856,0.155801568,0.14194536,0.133478016,0.127180848,0.158380176,0.202378056,167.2940978,205.5319353,251.0065908,222.5594556,147.0696324,69.43278784,38.11803069,21.53136293,14.04225417,9.645884147,41.84881915,142.5983627
1823,1599618.71,5255000-4,5255000,48314.97396,95668.44373,37153.6963,16345.57125,12462.85585,7440.036248,4946.975762,3126.723553,2373.178284,8445.578799,20516.98256,18975.63997,0.37290756,0.494870232,0.336596736,0.25086564,0.229825296,0.197278752,0.177155856,0.159175704,0.15029688,0.204468984,0.270988536,0.263798304,18017.01905,47343.46494,12505.81291,4100.542193,2864.279535,1467.761066,876.3857257,497.6984227,356.6812917,1726.858916,5559.867068,5005.74164
1866,167809.98,5319039-4,5319039,9999.154273,57582.60214,71092.59233,40828.45278,26188.14469,17023.27268,10796.7379,7594.170507,7449.82255,7985.622595,7073.049915,20516.98256,0.242416584,0.470029032,0.514557264,0.407276808,0.34146744,0.290873688,0.248588784,0.222241872,0.220943424,0.225713544,0.217493088,0.311389776,2423.960822,27065.49475,36581.2098,16628.48192,8942.398725,4951.622105,2683.947946,1687.74267,1645.989302,1802.463177,1538.339468,6388.778604
1883,280083.75,5756558-4,5756558,31299.04101,70143.32102,17417.17134,16096.02054,11868.33799,6791.693727,4225.235975,2911.424905,1759.08782,1323.597373,4582.436005,11777.8147,0.36326064,0.507296928,0.291242496,0.283150056,0.254895096,0.213622128,0.186973464,0.17029176,0.152381712,0.144197832,0.191066928,0.254239776,11369.70967,35583.49127,5072.620454,4557.589118,3025.181152,1450.856067,790.0070064,495.7916711,268.0528136,190.8598716,875.5519703,2994.388971
1868,36785.42,5319334-4,5319334,1969.493318,2378.071435,4291.293515,3342.022201,2422.109795,1396.994639,883.2137736,577.3918298,352.3068792,398.7918147,2148.093333,2938.337236,0.23960328,0.254931672,0.314178696,0.286804608,0.256507488,0.215329008,0.189110112,0.169892472,0.152381712,0.156353256,0.246470424,0.274063968,471.8970589,606.245727,1348.233001,958.5073674,621.289299,300.8134698,167.0246556,98.09452528,53.6851254,62.35239869,529.4414746,805.2923621
2406,1884099.49,3811084-4,3811084,54634.47861,59111.71186,88725.06232,137969.735,90836.45702,57585.04872,33185.35076,22207.56627,48611.0096,65499.72062,78207.23403,62042.70937,0.385011168,0.397440912,0.470467944,0.569927232,0.47519844,0.39325296,0.317324232,0.27442668,0.367509552,0.414433512,0.446071752,0.405341328,21034.88442,23493.41267,41742.29765,78632.70916,43165.34267,22645.49086,10530.51594,6094.348682,17865.01036,27145.27925,34886.0379,25148.47421
1861,701724.80,5315681-4,5315681,8159.329459,56378.88697,13752.20117,10070.10496,7048.58416,4232.575702,2735.271465,1905.882353,1269.77271,846.5151403,3437.438648,8783.206225,0.286426656,0.631064016,0.347895672,0.309176928,0.272040096,0.229800912,0.2017014,0.182901336,0.165655752,0.15177516,0.215594184,0.294104568,2337.049452,35578.68683,4784.331266,3113.444117,1917.497511,972.6497563,551.7080839,348.5884287,210.3451532,128.4799709,741.0917803,2583.181072
1848,388444.68,5308921-4,5308921,2331.586499,2659.427623,6762.33482,5169.614137,3701.668807,2165.219362,1282.005588,802.4767804,560.265801,1196.375444,3368.934532,4249.70173,0.226911408,0.236527848,0.327952608,0.296856912,0.263886696,0.22178772,0.19074384,0.16943832,0.156334968,0.187256928,0.255599184,0.276810216,529.0635754,629.0286925,2217.72534,1534.635689,976.8211512,480.2190655,244.5346688,135.9703175,87.58913606,224.0295904,861.0969174,1176.360854
2295,501717.36,5320893-1,5320893,3112.0441,4208.109946,7041.244433,5795.937478,4252.148306,2382.964586,1553.575474,932.1452846,621.4301897,413.471268,2510.186514,4450.320925,0.213731856,0.234537504,0.278715216,0.260579616,0.235317792,0.19790664,0.176793144,0.1571244,0.144895824,0.134992872,0.20081748,0.238777272,665.1429614,986.9596033,1962.501963,1510.303162,1000.606151,471.6045144,274.6614925,146.4627685,90.0426394,55.81567395,504.0893301,1062.63549
1844,692868.22,5293103-4,5293103,52574.46199,110587.6614,47018.28892,31957.16983,24656.58839,14743.06426,9659.080271,6228.98135,3268.624935,6282.806012,13196.82852,28245.71472,0.20921472,0.264999216,0.202582272,0.182450232,0.171072048,0.152652984,0.140857224,0.131118864,0.120356376,0.131289552,0.149303232,0.176838864,10999.35135,29305.64358,9525.071795,5830.59305,4218.053073,2250.572753,1360.551233,816.7369585,393.3998517,824.8667867,1970.32915,4994.940105
2402,266340.70,3711172-5,3711172,3315.10987,3855.803067,5539.047045,4557.97025,3762.833196,2943.230387,1940.134411,1580.487805,2133.41388,6838.178662,3557.32085,3527.961943,0.2314956,0.242983512,0.274582128,0.25682448,0.241063272,0.223080072,0.197452488,0.18678144,0.202804776,0.2959608,0.236744256,0.236116368,767.4333485,936.8965708,1520.923325,1170.598339,907.0808822,656.5760466,383.0843665,295.2057882,432.666524,2023.832827,842.1752779,833.0095604
1855,323643.86,5310333-4,5310333,81006.11646,160776.7123,135968.4362,72222.91024,50431.26181,32324.15617,21407.53606,14855.60674,15217.69992,13292.24496,45131.97917,74385.68302,0.474850968,0.642073392,0.595405464,0.452335392,0.390119616,0.327824592,0.281869896,0.248738136,0.250731528,0.239868456,0.37316664,0.45799248,38465.83282,103230.449,80956.34984,32668.97841,19674.22449,10596.65331,6034.139964,3695.15593,3815.557154,3188.390276,16841.74902,34068.08344
2342,2095439.81,1911278-4,1911278,75317.82831,116312.6482,147066.1029,98276.49327,65206.13156,42528.82279,26100.06797,18185.39606,22564.7663,50130.33302,79154.05877,87036.92519,0.230526336,0.265962384,0.288776664,0.251243592,0.220464888,0.194788536,0.17177004,0.158194248,0.165984936,0.203984352,0.234174792,0.241422936,17362.743,30934.78921,42469.25858,24691.33918,14375.66249,8284.127128,4483.209719,2876.825055,3745.41129,10225.8035,18535.88525,21012.71002
2334,158709.57,1731923-4,1731923,103328.6718,172740.4667,81204.28908,44569.26679,39590.48555,23910.38285,15261.73828,13487.97101,16737.02334,28928.3093,45880.63129,57320.81856,0.64955928,0.823853064,0.58283856,0.449479416,0.427808136,0.34939224,0.295217088,0.282439872,0.305324256,0.3765804,0.454996296,0.500295672,67118.09764,142312.7628,47328.99091,20032.96801,16937.13183,8354.102223,4505.525933,3809.540805,5110.219198,10893.83429,20875.51729,28677.35744
2365,544105.63,2544471-4,2544471,36710.86613,64188.35613,68748.77296,43700.73247,30266.58613,19352.4126,12127.675,8306.123992,10243.81183,24583.19113,37439.94564,40013.74312,0.368743992,0.463643472,0.477365568,0.39538656,0.341979504,0.289556952,0.2465832,0.21880068,0.233498136,0.316050168,0.371630448,0.381606552,13536.91133,29760.5123,32818.29705,17278.68228,10350.55211,5603.625606,2990.48091,1817.385578,2391.910967,7769.521685,13913.82377,15269.50654
1856,71209.56,5310975-4,5310975,42724.54883,49790.25902,96536.97805,71789.86636,48633.02878,31433.60267,18691.8372,14053.12996,12641.45587,11596.76811,40975.24731,46893.51357,0.369490752,0.392814048,0.51870864,0.456898248,0.389104632,0.328062336,0.27160728,0.24664416,0.238298736,0.231840024,0.36344352,0.38345364,15786.32568,19558.3132,50074.5646,32800.66417,18923.33677,10312.18112,5076.839061,3466.122434,3012.442954,2688.594996,14892.18812,17981.48847
2392,168067.88,3124871-4,3124871,1037.348033,1037.348033,2524.865968,2096.715246,1609.846712,907.6795291,540.6931966,322.9479726,636.109643,797.5836293,1541.342597,1690.583705,0.126104904,0.126104904,0.145487136,0.14064996,0.134541768,0.123904248,0.116714016,0.111273336,0.118759224,0.12192,0.133615176,0.135608568,130.8146741,130.8146741,367.3355184,294.9029155,216.5916228,112.4653495,63.10647439,35.93549827,75.54388758,97.24139608,205.9467623,229.2576353
2347,170548.24,1923525-4,1923525,7276.115686,3669.863325,12932.59836,47818.31912,49981.09191,41486.5816,22562.31972,17463.65628,33584.14257,43597.9763,41232.13774,14848.26701,0.20590764,0.171806616,0.245879112,0.398132808,0.405362664,0.376037856,0.298100496,0.272143728,0.3461004,0.383572512,0.37511736,0.257437128,1498.207809,630.5067991,3179.8558,19038.04167,20260.46857,15600.5252,6725.8387,4752.624523,11623.48518,16722.98529,15466.89066,3822.495216
1872,217322.76,5320891-4,5320891,2052.676886,2759.73722,4538.397645,3731.027714,2759.73722,1546.235748,1007.989127,604.3041609,403.6849658,269.1233105,1575.594654,2842.920789,0.136407144,0.143624808,0.158627064,0.152241504,0.143624808,0.130481832,0.123069096,0.116153184,0.111879888,0.108414312,0.13085064,0.14441424,279.9997916,396.3667284,719.9126937,568.0172706,396.3667284,201.7556731,124.0523106,70.19185239,45.16422876,29.17681855,206.1675689,410.5582451
2377,1343934.87,2695718-4,2695718,233019.1951,337798.6862,178460.5603,95800.55881,84595.24279,53565.32509,31494.76706,21710.91143,19658.23454,49746.22066,92059.7448,133492.5017,0.544619688,0.64283844,0.485107488,0.375080784,0.357115872,0.300423072,0.249698256,0.221790768,0.215225376,0.292473888,0.369198144,0.429231552,126906.8413,217149.9805,86572.55414,35932.94871,30210.3039,16092.25952,7864.188407,4815.27972,4230.950921,14549.47057,33988.28692,57299.1937
2277,135148.74,5314941-1,5314941,3400.740015,4844.219589,7687.140378,6307.271768,4971.441518,2793.989278,1688.13713,1093.619271,738.8658161,526.0137433,2179.898815,4406.282566,0.233909616,0.262825992,0.30973776,0.288221928,0.265163808,0.220044264,0.190457328,0.17059656,0.156197808,0.145929096,0.204481176,0.254541528,795.4657909,1273.186819,2380.997642,1817.894029,1318.246364,614.8013143,321.518087,186.5676856,115.4092209,76.76071004,445.7482733,1121.581897
2393,3021669.57,3124884-4,3124884,37307.83056,60841.44078,63065.37795,60579.65719,41802.18985,27952.12566,16810.4206,12475.08873,28306.87911,37968.40596,44843.28326,40099.37326,0.361712256,0.441097416,0.447778632,0.440301888,0.37837872,0.323661024,0.269315184,0.243635784,0.325203312,0.364217712,0.38918388,0.372166896,13494.69956,26837.00231,28239.32867,26673.33744,15817.05909,9047.013614,4527.301518,3039.378023,9205.49084,13828.76595,17452.28297,14923.65928
1825,533172.24,5272565-4,5272565,31555.93144,36050.29073,48219.55751,81451.39321,52990.37984,33510.74531,19232.5304,12245.11063,26273.77483,39945.239,46054.33815,34491.8221,0.33422844,0.351827592,0.394886688,0.491465616,0.410343096,0.342019128,0.278684736,0.239316768,0.311959752,0.36626292,0.387635496,0.345847416,10546.88974,12683.48698,19041.26136,40030.55914,21744.23652,11461.31589,5359.812657,2930.460299,8196.360281,14630.45988,17852.29621,11928.90755
2122,489551.63,2718182-4,2718182,61264.69835,106176.4857,44229.19279,20357.95515,20428.90584,12453.06955,6202.069019,3811.764707,2578.69063,10143.50223,22816.76358,29921.61898,0.21285708,0.253163832,0.19397472,0.160215072,0.160336992,0.145002504,0.129223008,0.121200672,0.116101368,0.139738608,0.16434816,0.175238664,13040.6248,26880.04599,8579.345288,3261.65125,3275.509313,1805.726267,801.4500145,461.988444,299.3895098,1417.438882,3749.893111,5243.424534
1870,484719.24,5320223-4,5320223,30315.51764,73663.94323,35910.83592,18728.53584,13133.21755,7797.236278,4991.014122,3395.846863,2395.197463,1595.167259,13500.20388,15596.91913,0.202643232,0.268083792,0.212869272,0.178128168,0.1636776,0.146825208,0.135684768,0.127973328,0.1222248,0.116744496,0.164704776,0.17033748,6143.234474,19748.10924,7644.3135,3336.079778,2149.613529,1144.830838,677.2045932,434.5778245,292.7525309,186.2269976,2223.548057,2656.739901
2128,371433.01,3117519-4,3117519,8609.49936,4619.134638,33701.5782,44779.67229,31218.30402,21414.87579,13426.80662,10199.77347,20580.59353,27753.95304,30746.11494,17576.19875,0.217127328,0.182462424,0.34814256,0.389540496,0.338020152,0.293757096,0.249899424,0.228724968,0.289584384,0.323243448,0.336054192,0.2738628,1869.357592,842.8185029,11732.95371,17443.49576,10552.41587,6290.771723,3355.35124,2332.94286,5959.818499,8971.283476,10332.36081,4813.467003
2419,501822.62,5105228-4,5105228,105430.2802,178641.6069,83856.37698,46254.95735,39221.05264,23328.09787,14593.82316,9813.214531,10366.14061,9343.472025,34577.45225,57969.16108,0.307652928,0.376696224,0.283195776,0.231946704,0.220376496,0.18990564,0.168761664,0.154554936,0.156344112,0.152997408,0.212195664,0.249512328,32435.9344,67293.61878,23747.77175,10728.6849,8643.398151,4430.137356,2462.87788,1516.680744,1620.685048,1429.527002,7337.185439,14464.02033
1840,110764.95,5292220-4,5292220,29001.70657,72173.97873,48816.52195,28901.39697,24025.3719,14354.05875,8876.176095,6233.874501,2725.485163,6285.252588,16027.51643,19408.68384,0.324538848,0.468108792,0.397965168,0.324115176,0.30260544,0.252688344,0.2169414,0.195907152,0.159675576,0.19635216,0.262259064,0.280257504,9412.18044,33785.27399,19427.27536,9367.381366,7270.208235,3627.103336,1925.610069,1221.260599,435.1934132,1234.122922,4203.361457,5439.429288
2349,1625189.94,2490265-4,2490265,131635.5509,214740.8292,100693.7099,54064.4265,46582.79847,27873.83524,16854.45896,11860.99827,10782.05845,22848.56906,49127.23704,69127.99217,0.454904856,0.56200548,0.407039064,0.318997584,0.30188916,0.252270768,0.215167464,0.194544696,0.189579504,0.236415072,0.307844952,0.3503676,59881.65132,120685.5228,40986.27343,17246.42144,14062.8419,7031.753823,3626.531192,2307.494302,2044.057293,5401.7461,15123.57193,24220.20871
1826,303768.35,5273941-4,5273941,3877.822247,4232.575702,4707.211358,3598.912634,3014.181078,1688.13713,1081.386393,675.2548518,403.6849658,337.6274259,1081.386393,3244.159179,0.249137424,0.25651968,0.265956288,0.243111528,0.22971252,0.193755264,0.1727454,0.155323032,0.140662152,0.136437624,0.1727454,0.235116624,966.1106453,1085.738965,1251.91246,874.9371496,692.3951311,327.0854552,186.804525,104.882631,56.78319601,46.06508379,186.804525,762.755754
2362,164435.76,2528625-4,2528625,68122.44961,190382.723,141673.8504,89549.55828,57996.07341,36703.5264,24389.91166,17590.8782,16154.73836,16903.39047,32808.57813,75525.78723,0.198689976,0.274682712,0.24844248,0.21505164,0.190115952,0.169383456,0.154676856,0.145011648,0.142756128,0.1439418,0.165024816,0.204584808,13535.24788,52294.84267,35197.80274,19257.77937,11025.97871,6216.970149,3772.554853,2550.882238,2306.187897,2433.104451,5414.229568,15451.42868
2413,834304.17,4972018-4,4972018,40755.05551,72988.68838,72807.64179,66796.40567,48361.4589,32417.12604,22073.00461,16940.08911,26131.87345,38795.3485,44319.71609,43081.74886,0.224308416,0.271567656,0.27133296,0.263402064,0.236704632,0.209394552,0.18809208,0.175756824,0.19691604,0.220943424,0.230242872,0.228209856,9141.701946,19821.36702,19755.11296,17594.31112,11447.38133,6787.969584,4151.757349,2977.33626,5145.785037,8571.577132,10204.29872,9831.679704
2123,839126.02,2718204-4,2718204,35039.85503,68313.28251,15724.14106,11555.17632,10510.48856,5808.170356,3770.172923,2258.189233,1551.128899,1108.298724,12768.6778,13187.04221,0.41234868,0.547798752,0.302023272,0.27063192,0.261963408,0.216584784,0.191447928,0.168228264,0.15480792,0.144865344,0.280251408,0.283467048,14448.63797,37421.9309,4749.056532,3127.199554,2753.363404,1257.961322,721.7917942,379.8912544,240.1270385,160.5540759,3578.43993,3738.091928
2416,708065.59,5105134-4,5105134,8408.880165,43659.14069,9206.463795,7104.855397,5813.063507,3214.800273,1935.24126,1252.646682,910.1261046,748.6521183,4692.531905,7714.052709,0.29233368,0.569607192,0.302111664,0.275359368,0.257028696,0.213030816,0.184909968,0.16616172,0.154902408,0.148900896,0.239505744,0.283457904,2458.198883,24868.56053,2781.380097,1956.388492,1494.124133,684.8515254,357.8453995,208.1419272,140.9807252,111.4749712,1123.888345,2186.609212
2071,478901.70,3663582-1,3663582,7899.992451,3963.452391,16259.94111,49653.25079,44212.06676,30249.4601,18904.68927,13069.60659,25647.45149,32475.84385,35213.56189,16061.76849,0.193188336,0.162769296,0.239520984,0.357253032,0.341519256,0.2963418,0.251645928,0.22358604,0.27936444,0.304117248,0.313346592,0.238576104,1526.186396,645.1283554,3894.597093,17738.77439,15099.27215,8964.179455,4757.288076,2922.181581,7164.985923,9876.464258,11034.04961,3831.954149
1818,522667.75,5227879-4,5227879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,941924.00,2545299-4,2545299,101510.8661,97359.02744,127657.419,290814.6493,229775.0359,180554.829,96999.38083,73343.44184,127089.8135,159360.145,189590.0325,119887.0951,0.33011364,0.324935088,0.36066984,0.50689764,0.458346048,0.414567624,0.324480936,0.2926842,0.360038904,0.394002768,0.422989248,0.35192208,33510.12152,31635.36415,46042.1809,147413.2594,105316.4796,74852.18647,31474.44988,21466.4666,45757.27717,62788.33825,80194.54528,42190.91587
2375,387909.16,2695516-4,2695516,53350.02644,94721.61899,39022.88002,18085.08647,14023.77105,7958.710264,4709.657934,2752.397494,7053.477311,16600.01511,23276.71978,27707.4681,0.316876176,0.396307056,0.282772104,0.219483432,0.203630784,0.175150272,0.15541752,0.14017752,0.17010888,0.213899496,0.237475776,0.251386848,16905.35237,37538.84596,11034.58189,3969.376845,2855.671494,1393.970268,731.9633561,385.8242547,1199.859125,3550.734865,5527.657093,6965.293073
2331,481680.97,1305183-4,1305183,61714.86825,188983.2818,128251.9369,82195.15218,48151.0534,31497.21363,21365.94428,14405.43684,15592.02598,17050.18501,17500.35491,65641.62201,0.341738712,0.542827464,0.459324456,0.382456944,0.311152032,0.267330936,0.235049568,0.208410048,0.213323424,0.219123768,0.220867224,0.349989648,21090.35959,102585.3156,58909.25115,31436.10671,14982.29811,8420.179601,5022.055972,3002.237783,3326.144369,3736.100784,3865.254808,22973.88818
1831,657419.74,5289046-4,5289046,8753.847318,52266.19347,11826.74621,10838.32969,8526.315792,4682.745603,2828.241336,1746.854943,1213.501473,866.0877447,2994.608473,8254.745906,0.259838952,0.522308328,0.288566352,0.279754584,0.257534664,0.212960712,0.185016648,0.16447008,0.152073864,0.142551912,0.187823856,0.254748792,2274.590513,27299.06812,3412.801009,3032.072413,2195.821873,997.2408377,523.2717317,287.3053722,184.5418579,123.462464,562.4589106,2102.886548
2125,1607847.55,2718390-4,2718390,47732.68898,92218.77221,37909.68815,19526.11946,15748.60682,8638.858267,5355.553879,3148.742733,2204.364571,1573.148079,5820.403233,17324.20147,0.430328832,0.571125096,0.391597896,0.30323028,0.280656792,0.229694232,0.199269096,0.173397672,0.159703008,0.14892528,0.204027024,0.290349432,20540.7523,52668.45513,14845.35412,5920.910673,4419.953467,1984.295915,1067.19638,545.9846596,352.0436526,234.2815181,1187.51955,5030.072057
2411,531773.25,4929687-4,4929687,62103.87376,78493.48337,102501.7292,128452.5561,86623.45392,58443.79674,37312.72371,29718.55321,53467.46207,68401.35923,83163.9961,70275.4361,0.355765608,0.390430512,0.4355592,0.479045016,0.406356312,0.34745676,0.29372052,0.270985488,0.335758536,0.369542568,0.399669,0.373523256,22094.42241,30646.2509,44645.57119,61534.55679,35199.98727,20306.69226,10959.51261,8053.296643,17952.15679,25277.21394,33238.07116,26249.50971
1973,163961.48,2683948-1,2683948,317692.7283,441301.0648,248603.8814,139090.2666,111140.5875,64457.47944,39592.93213,27386.96671,24558.72537,29048.19151,108305.0064,178511.9384,0.30812232,0.348947232,0.281979624,0.232096056,0.216587832,0.185793888,0.164863272,0.152265888,0.148989288,0.154116024,0.214917528,0.251661168,97888.2205,153990.7851,70101.22899,32282.3023,24071.6989,11975.80572,6527.420338,4170.100805,3658.987007,4476.791779,23276.64426,44924.52293
1845,900828.91,5293160-4,5293160,123383.2516,191358.9066,418481.8547,268519.0063,181464.9551,110815.193,65646.51516,47779.17392,37310.27714,37224.64699,83367.06187,151049.1279,0.380140464,0.455230992,0.641311392,0.526423128,0.44519088,0.364275624,0.29867352,0.266901168,0.245620032,0.245437152,0.3263646,0.41259252,46902.9665,87112.5049,268377.1807,141354.6152,80786.54306,40367.27356,19606.87576,12752.31732,9164.151464,9136.311342,27208.0578,62321.74032
1814,629827.21,5227588-4,5227588,64433.01368,119273.0046,50125.43987,27298.88999,21666.87307,13108.7518,8379.521259,4159.178435,2977.482444,5815.510082,13128.3244,32656.89044,0.34478976,0.44179236,0.313483752,0.252950472,0.234595416,0.201667872,0.178896264,0.152524968,0.143009112,0.163927536,0.201753216,0.26881836,22215.84332,52693.9022,15713.51096,6905.267107,5082.949101,2643.614079,1499.065047,634.3785577,425.8071204,953.3222384,2648.681669,8778.771731
1801,326189.96,5224802-4,5224802,4281.507213,4971.441518,6764.781396,4991.014122,4049.082535,2280.208413,1465.498754,895.4466513,675.2548518,1954.813864,3943.879787,4922.510007,0.26249376,0.276404832,0.308820312,0.276785832,0.257574288,0.214582248,0.189353952,0.167405304,0.157188408,0.20511516,0.255303528,0.275450808,1123.868927,1374.130457,2089.101901,1381.441996,1042.939551,489.2922471,277.4979808,149.9025189,106.1422351,400.9619586,1006.886424,1355.909359
2374,1065167.89,2684682-4,2684682,28331.34487,54729.89505,12382.11886,9431.548745,7765.430796,4504.145588,2551.778299,1504.643963,1059.367213,6882.217022,7070.60334,10273.17073,0.348380304,0.454849992,0.25790652,0.235848144,0.221937072,0.189805056,0.16485108,0.147520152,0.138421872,0.213993984,0.215725248,0.242434872,9870.082538,24893.89233,3193.429185,2224.413267,1723.436974,854.9096055,420.6634085,221.9653062,146.6395928,1472.753039,1525.307659,2490.574832
